timestamp,lat,lon,altitude,speed,direction,waypoint_ID,temp_c,humidity,wind_kph,wind_degree,pressure_mb,cloud,feelslike_c,dewpoint_c,vis_km,gust_kph,uv,route_id,wind_sin,wind_cos,cluster
1739596625,20.607700167080992,78.00756290897185,36025,448,353,52,21.6,23,5.4,,1011.0,0,21.6,-0.2,10.0,11.3,0.0,0,0.1564344650402308,0.9876883405951378,0
1739683072,20.607700167080992,78.00756290897185,36025,449,351,52,22.5,24,6.5,,1010.0,0,22.9,1.3,10.0,13.6,0.0,1,-0.5000000000000004,0.8660254037844384,2
1739771502,20.607700167080992,78.00756290897185,36025,451,352,52,23.6,25,7.2,,1012.0,0,23.5,2.5,10.0,15.1,0.0,2,-0.8290375725550416,0.559192903470747,2
1739855564,20.607700167080992,78.00756290897185,36000,428,347,52,24.8,28,5.0,,1011.0,0,24.4,5.1,10.0,10.4,0.0,3,-0.6427876096865396,0.7660444431189778,2
1739941816,20.607700167080992,78.00756290897185,36000,434,350,52,24.6,35,8.6,,1010.0,3,24.8,8.0,10.0,18.1,0.0,4,-0.8829475928589271,0.4694715627858904,2
1740114064,20.607700167080992,78.00756290897185,36000,439,352,52,23.2,29,9.0,,1012.0,0,23.7,4.3,10.0,18.9,0.0,5,-0.6691306063588581,0.7431448254773942,2
1740461330,20.607700167080992,78.00756290897185,34000,403,349,52,22.7,24,9.0,,1015.0,9,22.9,1.1,10.0,18.9,0.0,6,0.9455185755993168,0.3255681544571567,0
1740547859,20.607700167080992,78.00756290897185,36025,393,349,52,22.7,24,8.3,,1016.0,0,22.9,1.3,10.0,17.4,0.0,7,0.7986355100472928,0.6018150231520484,0
1740632685,20.607700167080992,78.00756290897185,38000,379,351,52,23.3,26,7.6,,1014.0,0,23.4,2.6,10.0,15.9,0.0,8,0.8829475928589269,0.4694715627858908,0
1738946003,20.607700167080992,78.00756290897185,38000,463,348,52,32.7,17,10.1,,1011.0,5,30.5,4.1,10.0,11.6,8.0,100,0.7193398003386512,0.6946583704589973,1
1739378645,20.607700167080992,78.00756290897185,38025,450,353,52,34.2,12,17.6,,1010.0,0,32.2,0.4,10.0,20.3,8.0,101,-0.9063077870366498,0.4226182617406996,3
1739463100,20.607700167080992,78.00756290897185,34025,457,5,52,33.9,11,12.2,,1010.0,0,31.8,-0.8,10.0,14.1,8.0,102,-0.3746065934159123,0.9271838545667872,3
1739550541,20.607700167080992,78.00756290897185,36000,433,355,52,33.2,11,11.2,,1010.0,0,31.1,-1.6,10.0,12.9,8.0,103,-0.2756373558169989,0.9612616959383188,3
1739982580,20.607700167080992,78.00756290897185,30000,401,349,52,36.2,13,16.2,,1007.0,8,34.6,3.1,10.0,18.6,9.0,104,-0.9063077870366498,0.4226182617406996,3
1740243216,20.607700167080992,78.00756290897185,34000,405,343,52,35.3,13,13.0,,1011.0,3,33.6,2.7,10.0,14.9,9.0,105,-0.3583679495453007,0.9335804264972016,3
1740328517,20.607700167080992,78.00756290897185,36000,378,349,52,35.0,10,12.2,,1012.0,0,33.2,-0.5,10.0,14.1,8.0,106,-0.2923717047227371,0.9563047559630352,3
1740413923,20.607700167080992,78.00756290897185,30000,448,7,52,34.4,12,6.8,,1012.0,2,32.5,1.2,10.0,7.9,8.0,107,0.1391731009600654,0.9902680687415704,1
1740500578,20.607700167080992,78.00756290897185,33975,410,353,52,34.6,11,9.4,,1013.0,11,32.8,0.4,10.0,10.8,8.0,108,0.484809620246337,0.8746197071393957,1
1738697661,20.607700167080992,78.00756290897185,36000,496,350,52,28.6,22,5.8,,1010.0,3,26.8,5.0,10.0,12.1,0.0,110,-0.7986355100472928,-0.6018150231520483,2
1739388953,20.607700167080992,78.00756290897185,38050,447,354,52,27.4,17,13.0,,1012.0,0,25.6,0.4,10.0,27.2,0.0,111,-0.9205048534524404,0.3907311284892735,1
1739563571,20.607700167080992,78.00756290897185,36000,443,353,52,26.7,15,5.8,,1012.0,0,25.0,-1.6,10.0,12.1,0.0,112,-0.9702957262759966,0.2419218955996674,1
