timestamp,lat,lon,altitude,speed,direction,waypoint_ID,temp_c,humidity,wind_kph,wind_degree,pressure_mb,cloud,feelslike_c,dewpoint_c,vis_km,gust_kph,uv,route_id,wind_sin,wind_cos,cluster
1739594640,16.384128168678938,77.77301014124134,36000,452,3,31,22.5,31,6.1,,1011.0,0,23.5,4.6,10.0,12.9,0.0,0,0.9993908270190958,-0.0348994967025009,5
1739681048,16.384128168678938,77.77301014124134,36025,448,2,31,22.2,25,3.6,,1010.0,0,22.9,1.5,10.0,7.6,0.0,1,0.9902680687415704,-0.1391731009600653,5
1739769579,16.384128168678938,77.77301014124134,36000,475,3,31,21.7,52,8.6,,1012.0,0,21.7,11.4,10.0,18.1,0.0,2,0.5591929034707469,-0.8290375725550416,0
1739853496,16.384128168678938,77.77301014124134,35975,470,7,31,22.6,58,7.9,,1011.0,0,24.7,14.0,10.0,16.6,0.0,3,0.4999999999999999,-0.8660254037844387,2
1739939699,16.384128168678938,77.77301014124134,35975,449,7,31,23.2,52,8.3,,1010.0,2,24.9,12.8,10.0,17.4,0.0,4,0.4067366430758004,-0.9135454576426008,2
1740112070,16.384128168678938,77.77301014124134,35975,461,3,31,24.2,56,9.0,,1011.0,5,25.5,15.0,10.0,17.3,0.0,5,0.5299192642332049,-0.848048096156426,2
1740459091,16.384128168678938,77.77301014124134,32025,431,2,31,21.4,54,11.2,,1014.0,0,21.4,11.8,10.0,21.4,0.0,6,0.8290375725550417,-0.5591929034707467,0
1740545668,16.384128168678938,77.77301014124134,36000,416,2,31,22.2,54,9.4,,1015.0,2,24.6,12.5,10.0,17.9,0.0,7,0.8290375725550417,-0.5591929034707467,0
1740630404,16.384128168678938,77.77301014124134,37325,420,3,31,22.5,59,10.1,,1014.0,2,24.7,14.0,10.0,18.9,0.0,8,0.8090169943749475,-0.587785252292473,0
1738944134,16.384128168678938,77.77301014124134,37975,485,1,31,34.0,24,6.8,,1008.0,4,32.7,10.7,10.0,7.9,8.0,100,0.7071067811865476,-0.7071067811865475,5
1739376648,16.384128168678938,77.77301014124134,36025,462,3,31,35.0,21,6.8,,1009.0,2,33.4,9.3,10.0,7.9,9.0,101,-0.1564344650402311,0.9876883405951375,1
1739461162,16.384128168678938,77.77301014124134,34000,478,4,31,35.0,17,8.3,,1009.0,0,33.2,6.6,10.0,9.5,8.0,102,-0.2923717047227371,0.9563047559630352,1
1739548546,16.384128168678938,77.77301014124134,36000,453,3,31,34.6,11,6.8,,1009.0,0,32.7,0.2,10.0,7.9,8.0,103,-0.529919264233205,0.8480480961564258,1
1739980420,16.384128168678938,77.77301014124134,36000,442,3,31,35.1,18,1.8,,1007.0,5,33.3,6.9,10.0,2.1,9.0,104,-0.9945218953682734,0.1045284632676529,3
1740241084,16.384128168678938,77.77301014124134,28000,462,3,31,35.5,12,4.7,,1010.0,2,33.7,2.0,10.0,5.5,9.0,105,-0.8660254037844386,0.5000000000000001,1
1740326312,16.384128168678938,77.77301014124134,36000,430,1,31,35.7,12,13.7,,1010.0,2,34.1,2.4,10.0,15.7,9.0,106,0.6946583704589973,0.7193398003386512,4
1740411884,16.384128168678938,77.77301014124134,30000,454,2,31,35.2,12,16.6,,1010.0,1,33.4,1.3,10.0,19.0,9.0,107,0.7431448254773942,0.6691306063588582,4
1740498455,16.384128168678938,77.77301014124134,34000,444,8,31,34.7,13,11.2,,1012.0,2,32.9,2.3,10.0,12.9,8.0,108,0.9743700647852352,0.2249510543438649,4
1738695829,16.384128168678938,77.77301014124134,36000,498,3,31,29.0,24,5.4,,1010.0,4,27.3,6.5,10.0,11.3,0.0,110,0.2756373558169992,-0.9612616959383188,5
1739386961,16.384128168678938,77.77301014124134,38050,462,3,31,31.0,26,5.8,,1011.0,0,29.5,9.4,10.0,12.1,0.0,111,-0.9993908270190958,-0.0348994967025007,5
1739561550,16.384128168678938,77.77301014124134,36000,456,358,31,29.4,16,7.9,,1010.0,0,27.2,1.1,10.0,16.6,0.0,112,-0.981627183447664,-0.1908089953765446,1
