timestamp,lat,lon,altitude,speed,direction,waypoint_ID,temp_c,humidity,wind_kph,wind_degree,pressure_mb,cloud,feelslike_c,dewpoint_c,vis_km,gust_kph,uv,route_id,wind_sin,wind_cos
1734275696,10.153991679012346,76.3907081111111,0,6,92,0,28.9,69,15.1,,1008.0,0,32.4,22.7,10.0,19.1,7.0,33,-0.9925461516413221,-0.12186934340514717
1734276259,10.421403372654131,76.66085927082142,13825,349,11,1,27.0,55,5.8,,1011.0,78,28.0,17.2,10.0,6.6,6.0,33,0.4383711467890774,0.898794046299167
1734276312,10.506826416678226,76.70236628436182,15675,363,22,2,27.0,55,5.8,,1011.0,78,28.0,17.2,10.0,6.6,6.0,33,0.4383711467890774,0.898794046299167
1734276405,10.62753601065119,76.75746308559965,19025,374,22,3,29.3,46,18.0,,1009.0,0,29.9,16.4,10.0,20.7,7.0,33,0.9902680687415704,0.13917310096006547
1734276504,10.776186716332145,76.8203939127595,21875,394,22,4,29.3,46,18.0,,1009.0,0,29.9,16.4,10.0,20.7,7.0,33,0.9902680687415704,0.13917310096006547
1734276598,10.945157716286456,76.8865925846169,24325,408,22,5,26.3,51,15.8,,1011.0,0,27.0,15.3,10.0,18.6,7.0,33,0.8660254037844386,0.5000000000000001
1734276692,11.127644724340314,76.95327230563768,26400,424,22,6,26.3,57,9.0,,1011.0,0,27.3,17.0,10.0,10.4,7.0,33,0.9998476951563913,-0.017452406437283477
1734276788,11.318330007150855,77.01920150905376,28125,438,22,7,26.3,57,9.0,,1011.0,0,27.3,17.0,10.0,10.4,7.0,33,0.9998476951563913,-0.017452406437283477
1734276881,11.513554686146064,77.08408813016672,29800,439,22,8,26.3,57,9.0,,1011.0,0,27.3,17.0,10.0,10.4,7.0,33,0.9998476951563913,-0.017452406437283477
1734276976,11.711104790845887,77.14799170128917,30000,443,22,9,27.1,54,13.0,,1011.0,0,28.0,17.1,10.0,15.1,7.0,33,0.9063077870366499,0.42261826174069944
1734277103,11.909813104123014,77.2109734340695,31600,451,16,10,24.6,49,12.6,,1011.0,8,25.5,13.2,10.0,18.6,6.0,33,0.9396926207859083,0.3420201433256688
1734277198,12.109154995583738,77.27299105035752,33225,453,16,11,24.6,49,12.6,,1011.0,8,25.5,13.2,10.0,18.6,6.0,33,0.9396926207859083,0.3420201433256688
1734277292,12.308936420422748,77.33394201110872,34700,450,16,12,25.6,52,15.8,,1011.0,19,26.4,14.9,10.0,18.2,7.0,33,0.9986295347545738,0.052335956242943966
1734277386,12.509097519196734,77.39375157892471,35925,453,16,13,25.6,52,15.8,,1011.0,19,26.4,14.9,10.0,18.2,7.0,33,0.9986295347545738,0.052335956242943966
1734277466,12.709605390214172,77.4524408390919,36000,450,4,14,26.3,46,13.3,,1011.0,14,26.7,13.9,10.0,16.4,7.0,33,0.984807753012208,0.17364817766693041
1734277592,12.910415356548729,77.51012765892526,36000,454,4,15,24.9,47,15.5,,1011.0,14,25.6,12.9,10.0,18.5,6.0,33,0.8746197071393957,0.4848096202463371
1734277688,13.11147625670806,77.56695895168625,36025,453,4,16,24.6,49,15.8,,1012.0,16,25.5,13.3,10.0,18.3,6.0,33,0.8480480961564261,0.5299192642332049
1734277783,13.312749277270743,77.62301089737193,35975,451,4,17,24.1,53,15.8,,1012.0,21,25.4,13.8,10.0,18.8,6.0,33,0.7986355100472928,0.6018150231520484
1734277876,13.514231378668711,77.67818284603239,35975,450,4,18,23.7,54,16.6,,1012.0,11,25.2,14.0,10.0,19.0,6.0,33,0.8480480961564261,0.5299192642332049
1734277971,13.71597259927522,77.73211500851446,36000,453,4,19,23.7,54,16.6,,1012.0,11,25.2,14.0,10.0,19.0,6.0,33,0.8480480961564261,0.5299192642332049
1734278066,13.918079045387191,77.78416400686449,36025,455,4,20,25.8,51,16.9,,1011.0,9,26.5,15.0,10.0,19.5,7.0,33,0.8090169943749475,0.5877852522924731
1734278163,14.12069798535273,77.83346464349917,36025,455,4,21,26.8,50,19.1,,1012.0,1,27.4,15.6,10.0,22.0,7.0,33,0.9876883405951378,0.15643446504023092
1734278258,14.323985706364606,77.87908773424216,36025,453,4,22,26.8,50,19.1,,1012.0,1,27.4,15.6,10.0,22.0,7.0,33,0.9876883405951378,0.15643446504023092
1734278354,14.528065788567112,77.92026401301517,35975,452,4,23,26.8,50,19.1,,1012.0,1,27.4,15.6,10.0,22.0,7.0,33,0.9876883405951378,0.15643446504023092
1734278448,14.732992036597803,77.95660036700218,35975,454,4,24,27.3,46,17.6,,1012.0,4,27.6,14.6,10.0,24.1,7.0,33,0.984807753012208,-0.1736481776669303
