timestamp,lat,lon,altitude,speed,direction,waypoint_ID
1731855311,10.153991679012346,76.3907081111111,0,0,354,0
1731856623,10.421403372654131,76.66085927082142,14750,355,26,1
1731856687,10.506826416678226,76.70236628436182,17050,366,26,2
1731856752,10.62753601065119,76.75746308559965,19000,381,26,3
1731856848,10.776186716332145,76.8203939127595,21625,398,26,4
1731856944,10.945157716286456,76.8865925846169,23875,415,26,5
1731857040,11.127644724340314,76.95327230563768,25750,431,26,6
1731857135,11.318330007150855,77.01920150905376,27325,446,26,7
1731857229,11.513554686146064,77.08408813016672,28925,449,26,8
1731857324,11.711104790845887,77.14799170128917,30175,458,26,9
1731857417,11.909813104123014,77.2109734340695,31250,468,24,10
1731857512,12.109154995583738,77.27299105035752,32475,473,16,11
1731857607,12.308936420422748,77.33394201110872,33750,471,16,12
1731857701,12.509097519196734,77.39375157892471,35175,461,16,13
1731857797,12.709605390214172,77.4524408390919,36000,456,16,14
1731857893,12.910415356548729,77.51012765892526,36000,460,10,15
1731857989,13.11147625670806,77.56695895168625,36025,461,8,16
1731858088,13.312749277270743,77.62301089737193,35975,460,8,17
1731858184,13.514231378668711,77.67818284603239,36000,455,8,18
1731858283,13.71597259927522,77.73211500851446,35975,453,8,19
1731858412,13.918079045387191,77.78416400686449,36000,452,8,20
1731858508,14.12069798535273,77.83346464349917,36000,449,8,21
1731858606,14.323985706364606,77.87908773424216,35975,448,8,22
1731858703,14.528065788567112,77.92026401301517,36000,449,8,23
1731858801,14.732992036597803,77.95660036700218,36025,450,8,24
1731858898,14.938731113169256,77.98819967241155,36025,449,8,25
1731858992,15.145172025593189,78.01563056959904,36000,447,8,26
1731859094,15.352157522945175,78.03976332358786,36000,448,8,27
1731859188,15.559522544700144,78.06154585445285,36000,450,8,28
1731859287,15.767125172576735,78.08180579167492,36025,450,8,29
1731859384,15.974862191506954,78.10112924632486,36000,448,8,30
1731859478,16.18267029080984,78.11981652679412,36000,449,8,31
1731859575,16.39051898719864,78.13788559550791,36000,450,8,32
1731859705,16.598401350575152,78.15509799784533,36000,452,8,33
1731859803,16.806325690522307,78.17100569695916,36025,452,8,34
1731859907,17.014308473495255,78.18503422329727,36000,451,8,35
1731860003,17.222367707076643,78.19661062697293,36000,449,8,36
1731860100,17.430516590668915,78.20531316302339,36000,449,8,37
1731860195,17.638758323886687,78.21098723902375,36000,449,8,38
1731860291,17.847082776565195,78.21376990346705,36000,450,8,39
1731860391,18.05546504929316,78.21399806883615,36025,450,8,40
1731860487,18.263864507930467,78.21202640460123,36000,448,8,41
1731860588,18.472222739089812,78.20802190741115,36000,448,8,42
1731860688,18.68046079691369,78.20181174883378,36000,448,8,43
1731860788,18.888478895714755,78.19284432773253,36000,450,8,44
