timestamp,lat,lon,altitude,speed,direction,waypoint_ID
1735312864,10.153991679012346,76.3907081111111,0,2,11,0
1735314057,10.421403372654131,76.66085927082142,14550,368,27,1
1735314088,10.506826416678226,76.70236628436182,15550,378,27,2
1735314184,10.62753601065119,76.75746308559965,18775,393,27,3
1735314247,10.776186716332145,76.8203939127595,20800,399,27,4
1735314341,10.945157716286456,76.8865925846169,23075,419,27,5
1735314436,11.127644724340314,76.95327230563768,25250,434,27,6
1735314532,11.318330007150855,77.01920150905376,26900,453,27,7
1735314657,11.513554686146064,77.08408813016672,28825,470,27,8
1735314721,11.711104790845887,77.14799170128917,29525,480,27,9
1735314814,11.909813104123014,77.2109734340695,31175,480,27,10
1735314908,12.109154995583738,77.27299105035752,32900,474,16,11
1735315003,12.308936420422748,77.33394201110872,34000,472,16,12
1735315097,12.509097519196734,77.39375157892471,34000,474,16,13
1735315193,12.709605390214172,77.4524408390919,33975,466,16,14
1735315289,12.910415356548729,77.51012765892526,33975,466,16,15
1735315384,13.11147625670806,77.56695895168625,34000,467,16,16
1735315477,13.312749277270743,77.62301089737193,34000,468,7,17
1735315571,13.514231378668711,77.67818284603239,34000,471,7,18
1735315668,13.71597259927522,77.73211500851446,34000,473,7,19
1735315762,13.918079045387191,77.78416400686449,34000,475,7,20
1735315857,14.12069798535273,77.83346464349917,34000,476,7,21
1735315953,14.323985706364606,77.87908773424216,34025,476,7,22
1735316048,14.528065788567112,77.92026401301517,34000,476,7,23
1735316144,14.732992036597803,77.95660036700218,33975,476,7,24
1735316243,14.938731113169256,77.98819967241155,34000,478,7,25
1735316336,15.145172025593189,78.01563056959904,34000,478,7,26
1735316431,15.352157522945175,78.03976332358786,34000,478,7,27
1735316526,15.559522544700144,78.06154585445285,33975,478,7,28
1735316620,15.767125172576735,78.08180579167492,34000,482,7,29
1735316713,15.974862191506954,78.10112924632486,34000,484,7,30
1735316809,16.18267029080984,78.11981652679412,34025,486,7,31
1735316905,16.39051898719864,78.13788559550791,34025,485,7,32
1735317000,16.598401350575152,78.15509799784533,33975,484,7,33
1735317064,16.806325690522307,78.17100569695916,33975,481,1,34
1735317159,17.014308473495255,78.18503422329727,34000,482,359,35
1735317254,17.222367707076643,78.19661062697293,34025,481,359,36
1735317349,17.430516590668915,78.20531316302339,34000,481,359,37
1735317441,17.638758323886687,78.21098723902375,34000,483,359,38
1735317537,17.847082776565195,78.21376990346705,34025,484,359,39
1735317634,18.05546504929316,78.21399806883615,34000,485,359,40
1735317729,18.263864507930467,78.21202640460123,34000,486,359,41
1735317828,18.472222739089812,78.20802190741115,34025,487,359,42
1735317924,18.68046079691369,78.20181174883378,34000,486,359,43
1735317987,18.888478895714755,78.19284432773253,34000,486,359,44
1735318081,19.096163074045776,78.18028954480712,34000,484,359,45
1735318175,19.303401320495293,78.16325910452946,33975,485,359,46
1735318270,19.510106436793,78.14107873646246,34000,487,359,47
1735318365,19.716237572663857,78.1135126155324,34025,488,359,48
1735318461,19.92181101242469,78.08085193502792,34000,488,359,49
1735318555,20.126894837528983,78.04383678174275,33975,489,359,50
1735318649,20.331590123955017,78.003458672281,34000,493,359,51
1735318745,20.53600747083258,77.96073736564827,34050,484,352,52
1735318819,20.740248697785496,77.91656272576309,34000,475,347,53
1735318915,20.94439977444528,77.87164271633473,33975,480,347,54
1735319010,21.148534954971748,77.82654673205869,34025,482,346,55
1735319105,21.35272719374521,77.78179703845348,34050,480,346,56
1735319202,21.55705760157928,77.73795061630145,34000,476,346,57
1735319278,21.7616172703183,77.695623731641,34000,512,17,58
1735319347,21.966498160951,77.65543764995141,33975,509,17,59
1735319442,22.17177525198118,77.61790168270977,33975,511,17,60
1735319506,22.37748742674377,77.58328468971064,34000,513,16,61
1735319698,22.583626504785705,77.55153946681057,34000,473,346,62
1735319792,22.790140226885768,77.52232095359082,34000,475,346,63
1735319888,22.996947973615534,77.49509084704368,34025,475,346,64
1735319946,23.20396197491938,77.46926235587799,33975,494,356,65
1735319982,23.41110559825161,77.44432919931619,34025,528,17,66
1735320062,23.618323791192363,77.41994645581349,34050,524,19,67
1735320221,23.82558566122376,77.39596282618038,33950,490,357,68
1735320315,24.032882140798076,77.37242172762762,34000,492,357,69
1735320411,24.240221636600623,77.3495438072052,34000,486,357,70
1735320508,24.447624821865613,77.32768830691326,34000,481,357,71
1735320602,24.655118317368867,77.30728233937825,33975,486,357,72
1735320665,24.86272711049589,77.28871703325987,34000,490,358,73
1735320759,25.07046687869739,77.27223281584294,34025,496,358,74
1735320856,25.278335068971177,77.25783641100593,34000,490,358,75
1735320952,25.48631133282337,77.24528627605633,34000,494,358,76
1735321132,25.694347011853225,77.23415606635665,34000,470,341,77
1735321197,25.90234813374916,77.2239563190218,34000,465,341,78
1735321292,26.11014499155405,77.21427429916073,33950,462,341,79
1735321386,26.317411595249787,77.20489654882255,34000,464,340,80
1735321479,26.523558426577345,77.19590303823102,34000,480,346,81
1735321542,26.727624156273897,77.18771663756641,34000,483,350,82
1735321638,26.92818812401609,77.18113261382705,32925,483,350,83
1735321733,27.12338488184912,77.17729117806796,29975,477,350,84
1735321826,27.311038369926035,77.17757790268709,27050,449,350,85
1735321888,27.488899968099528,77.18340784883114,24900,438,350,86
1735321983,27.654907931197226,77.19588315604605,22650,396,356,87
1735322045,27.80737648782599,77.21527881508524,21350,384,357,88
1735322142,27.9450680487134,77.24039816753069,18600,373,357,89
1735322204,28.0671819771346,77.26802390497339,17225,360,357,90
1735322268,28.17333886111472,77.29291438135562,15450,351,357,91
