timestamp,lat,lon,altitude,speed,direction,waypoint_ID
1740108313,10.154017900826446,76.39047789256198,0,2,357,0
1740109237,10.52494948845709,76.58234041490832,13600,336,19,1
1740109298,10.617069570211369,76.62216510414866,14825,380,22,2
1740109361,10.744981640783465,76.67727378319731,16550,398,22,3
1740109457,10.899405328999595,76.74344717611365,19300,406,22,4
1740109549,11.07166335498608,76.81661927614557,21125,420,22,5
1740109644,11.254918481248897,76.89334782375633,22900,435,22,6
1740109769,11.44454794709975,76.97095810335946,24875,458,22,7
1740109863,11.63785731954636,77.0474945942375,26225,474,17,8
1740109958,11.833494424130452,77.12161414327043,27475,490,17,9
1740110023,12.03087143732882,77.19247040309878,29000,484,16,10
1740110117,12.229756394910057,77.2595690764727,30550,488,17,11
1740110209,12.430055800735406,77.32257733830143,31975,486,17,12
1740110305,12.631734769849054,77.3811148470132,31975,490,16,13
1740110401,12.834790468126208,77.43463524515647,31975,492,17,14
1740110495,13.039223980977884,77.4824671605901,31975,491,17,15
1740110589,13.244996785214935,77.52401362931182,31975,492,17,16
1740110676,13.451989295996071,77.55902710723274,32750,490,2,17
1740110770,13.659994178725311,77.58779570085025,34675,468,3,18
1740110864,13.868748876439234,77.61114370801404,35975,460,3,19
1740110992,14.077990257207029,77.63024763818038,35975,459,3,20
1740111086,14.287502572763692,77.64636542437388,35975,460,3,21
1740111180,14.497139395577216,77.66060057517282,35975,460,3,22
1740111279,14.706818779333634,77.67377669015137,35975,459,3,23
1740111375,14.91650406629048,77.68642575674392,35975,460,3,24
1740111470,15.12618327321229,77.69884830309104,35975,462,3,25
1740111564,15.335854622882383,77.71119366446507,35975,464,3,26
1740111659,15.545519137654669,77.72352719827802,35975,463,3,27
1740111754,15.75517799606715,77.73587310045372,35975,462,3,28
1740111848,15.96483193622853,77.74823846051845,35950,462,3,29
1740111946,16.174481506674212,77.76062136448084,35975,462,3,30
1740112070,16.384128168678938,77.77301014124134,35975,461,3,31
1740112164,16.593774567840622,77.78537760976337,35975,460,3,32
1740112258,16.80342580561688,77.79767189183654,35975,457,3,33
1740112354,17.01309018178446,77.80980952963448,35975,457,3,34
1740112450,17.222771830181234,77.82169543604259,35975,457,3,35
1740112545,17.43247073978548,77.83324229819674,35975,458,3,36
1740112639,17.642155763226675,77.84446492845426,35975,458,3,37
1740112734,17.851726598774675,77.85558936770911,35975,458,3,38
1740112830,18.06094984876272,77.8671754652133,35975,458,3,39
1740112939,18.269377198585083,77.88019984581798,35975,422,331,40
1740113053,18.476278771059548,77.89602257846406,35975,455,6,41
1740113149,18.680658965624385,77.91613679507235,35950,452,5,42
1740113244,18.88143274323792,77.94162674346428,35975,453,5,43
1740113339,19.077784501635573,77.97239697917226,36000,454,5,44
1740113433,19.269604984724825,78.00647351445231,35975,454,4,45
1740113526,19.45777945373584,78.03984854454167,35975,457,4,46
1740113623,19.64410508151443,78.06721075394807,36000,460,4,47
1740113684,19.83079878709301,78.08342899758975,36025,460,5,48
1740113780,20.019811268287494,78.08513667860795,35975,459,4,49
1740113875,20.2122903616428,78.07162948473182,35950,453,4,50
1740113969,20.408430720877487,78.04468713939059,35950,453,4,51
1740114064,20.607700167080992,78.00756290897185,36000,439,352,52
1740114160,20.80924003118961,77.96376934333017,36000,430,347,53
1740114255,21.012216032710207,77.9162191598947,35975,429,346,54
1740114379,21.216006513992102,77.86693029635633,35950,425,346,55
1740114475,21.42023985528106,77.81716655953001,35950,426,346,56
1740114600,21.624750411210314,77.76776131388607,36000,428,346,57
1740114694,21.829514059118587,77.71940852666404,35975,426,346,58
1740114789,22.03459038702875,77.67281044107787,35950,424,346,59
1740114915,22.24007573635263,77.62866111964058,35975,431,352,60
1740115008,22.44605424310416,77.58753615954578,35950,431,353,61
1740115103,22.652572971168222,77.5497231573787,35950,431,352,62
1740115233,22.85961998678833,77.51515092224943,36000,435,352,63
1740115328,23.067128897667324,77.48342284114534,35975,433,352,64
1740115423,23.275000652690387,77.4539585047731,36025,427,352,65
1740115550,23.48313229990568,77.42618294563923,35925,418,352,66
1740115646,23.69144121343571,77.39969284170664,35950,417,352,67
1740115739,23.899877792197763,77.37435089470321,35975,417,352,68
1740115868,24.108425913310796,77.3502934575013,35975,422,352,69
1740115963,24.31709428007176,77.3278591813744,36000,424,352,70
1740116060,24.525903126022595,77.30746318834036,35975,422,352,71
1740116184,24.73487066633467,77.28945557692897,35950,421,352,72
1740116280,24.944003134856445,77.27401181255291,35975,423,352,73
1740116406,25.153290926577828,77.26109300077484,35975,431,358,74
1740116502,25.362711062540416,77.25048259372261,35300,428,357,75
1740116598,25.57224333310147,77.24185631906077,33750,434,358,76
1740116693,25.78186817852469,77.23486757582522,32175,444,358,77
1740116791,25.991602905201987,77.2291461703479,30600,452,357,78
1740116916,26.201519525524564,77.22425138027026,28700,392,357,79
1740117044,26.41179394694349,77.21952942441608,26325,373,357,80
1740117140,26.622726382980584,77.21396423321292,24900,346,357,81
1740117297,26.834681810922188,77.20607352057726,23300,302,357,82
1740117455,27.047839317917983,77.19400978454834,21250,310,357,83
1740117615,27.261670701136268,77.17602415006688,18025,286,356,84
1740117773,27.47421342681348,77.15130805352518,17000,283,357,85
1740118363,27.68144084535392,77.120918179492,14000,274,7,86
1740118518,27.877202078670077,77.08820183110485,13975,269,7,87
1740118644,28.05409337580691,77.05818829636456,13250,245,7,88
1740118772,28.205176159123287,77.03594739860029,13000,240,7,89
1740120494,28.325912421055563,77.02464328205579,0,9,123,90
1740120494,28.415447948993123,77.02435022427053,0,9,123,91
