timestamp,lat,lon,altitude,speed,direction,waypoint_ID
1734101336,10.153991679012346,76.3907081111111,0,3,270,0
1734102309,10.421403372654131,76.66085927082142,13900,353,20,1
1734102341,10.506826416678226,76.70236628436182,15200,358,20,2
1734102437,10.62753601065119,76.75746308559965,18225,382,20,3
1734102534,10.776186716332145,76.8203939127595,21050,400,20,4
1734102600,10.945157716286456,76.8865925846169,22625,414,20,5
1734102725,11.127644724340314,76.95327230563768,25325,438,20,6
1734102821,11.318330007150855,77.01920150905376,27200,450,20,7
1734102914,11.513554686146064,77.08408813016672,29450,439,20,8
1734103008,11.711104790845887,77.14799170128917,31675,431,20,9
1734103104,11.909813104123014,77.2109734340695,33475,429,20,10
1734103232,12.109154995583738,77.27299105035752,35050,440,20,11
1734103327,12.308936420422748,77.33394201110872,36000,448,15,12
1734103423,12.509097519196734,77.39375157892471,36000,473,15,13
1734103519,12.709605390214172,77.4524408390919,36000,470,15,14
1734103616,12.910415356548729,77.51012765892526,36025,474,15,15
1734103712,13.11147625670806,77.56695895168625,36025,475,15,16
1734103811,13.312749277270743,77.62301089737193,36000,476,10,17
1734103906,13.514231378668711,77.67818284603239,35975,476,7,18
1734104000,13.71597259927522,77.73211500851446,36025,477,7,19
1734104093,13.918079045387191,77.78416400686449,36000,476,7,20
1734104188,14.12069798535273,77.83346464349917,35975,476,7,21
1734104251,14.323985706364606,77.87908773424216,36000,477,7,22
1734104349,14.528065788567112,77.92026401301517,36000,477,2,23
1734104445,14.732992036597803,77.95660036700218,36000,478,2,24
1734104539,14.938731113169256,77.98819967241155,36000,479,2,25
1734104633,15.145172025593189,78.01563056959904,36000,480,2,26
1734104729,15.352157522945175,78.03976332358786,36000,482,2,27
1734104824,15.559522544700144,78.06154585445285,36025,483,2,28
1734104921,15.767125172576735,78.08180579167492,36025,482,2,29
1734105017,15.974862191506954,78.10112924632486,36000,479,2,30
1734105112,16.18267029080984,78.11981652679412,35975,480,2,31
1734105209,16.39051898719864,78.13788559550791,36000,483,2,32
1734105274,16.598401350575152,78.15509799784533,36000,484,2,33
1734105370,16.806325690522307,78.17100569695916,36000,487,2,34
1734105466,17.014308473495255,78.18503422329727,36000,487,2,35
1734105559,17.222367707076643,78.19661062697293,36000,486,2,36
1734105654,17.430516590668915,78.20531316302339,36025,485,2,37
1734105748,17.638758323886687,78.21098723902375,36025,478,2,38
1734105841,17.847082776565195,78.21376990346705,35950,474,2,39
1734105966,18.05546504929316,78.21399806883615,36000,484,22,40
1734106059,18.263864507930467,78.21202640460123,36025,484,22,41
1734106155,18.472222739089812,78.20802190741115,35975,487,22,42
1734106219,18.68046079691369,78.20181174883378,36000,489,22,43
1734106312,18.888478895714755,78.19284432773253,36025,483,22,44
1734106410,19.096163074045776,78.18028954480712,36025,478,22,45
1734106545,19.303401320495293,78.16325910452946,33450,451,346,46
1734106640,19.510106436793,78.14107873646246,32000,444,345,47
1734106734,19.716237572663857,78.1135126155324,32000,447,345,48
1734106860,19.92181101242469,78.08085193502792,31950,445,345,49
1734106954,20.126894837528983,78.04383678174275,32025,446,345,50
1734107048,20.331590123955017,78.003458672281,32000,447,345,51
1734107143,20.53600747083258,77.96073736564827,32025,446,345,52
1734107239,20.740248697785496,77.91656272576309,32000,447,346,53
1734107364,20.94439977444528,77.87164271633473,32000,448,346,54
1734107459,21.148534954971748,77.82654673205869,32000,447,346,55
1734107554,21.35272719374521,77.78179703845348,31975,447,346,56
1734107651,21.55705760157928,77.73795061630145,31975,452,346,57
1734107747,21.7616172703183,77.695623731641,32050,456,346,58
1734107842,21.966498160951,77.65543764995141,32025,453,346,59
1734107938,22.17177525198118,77.61790168270977,32000,459,352,60
1734108030,22.37748742674377,77.58328468971064,32000,458,352,61
1734108126,22.583626504785705,77.55153946681057,32000,452,352,62
1734108254,22.790140226885768,77.52232095359082,31975,448,352,63
1734108347,22.996947973615534,77.49509084704368,32000,448,352,64
1734108442,23.20396197491938,77.46926235587799,32050,448,352,65
1734108537,23.41110559825161,77.44432919931619,32000,438,352,66
1734108633,23.618323791192363,77.41994645581349,31975,437,352,67
1734108758,23.82558566122376,77.39596282618038,31950,445,352,68
1734108852,24.032882140798076,77.37242172762762,30450,455,352,69
1734108945,24.240221636600623,77.3495438072052,30000,456,352,70
1734109040,24.447624821865613,77.32768830691326,29975,441,352,71
1734109136,24.655118317368867,77.30728233937825,30000,447,352,72
1734109230,24.86272711049589,77.28871703325987,30000,455,352,73
1734109357,25.07046687869739,77.27223281584294,30000,462,358,74
1734109453,25.278335068971177,77.25783641100593,30000,463,358,75
1734109546,25.48631133282337,77.24528627605633,30025,463,358,76
1734109642,25.694347011853225,77.23415606635665,30000,460,358,77
1734109737,25.90234813374916,77.2239563190218,29975,461,358,78
1734109832,26.11014499155405,77.21427429916073,30000,464,358,79
1734109928,26.317411595249787,77.20489654882255,30025,461,357,80
1734110022,26.523558426577345,77.19590303823102,30000,460,357,81
1734110118,26.727624156273897,77.18771663756641,28575,429,12,82
1734110213,26.92818812401609,77.18113261382705,27025,402,11,83
1734110338,27.12338488184912,77.17729117806796,25225,356,8,84
1734110487,27.311038369926035,77.17757790268709,22725,334,336,85
1734110601,27.488899968099528,77.18340784883114,19950,317,345,86
1734110722,27.654907931197226,77.19588315604605,16550,317,8,87
1734110833,27.80737648782599,77.21527881508524,13450,307,9,88
1734110925,27.9450680487134,77.24039816753069,10975,298,9,89
1734111019,28.0671819771346,77.26802390497339,9400,260,9,90
1734111115,28.17333886111472,77.29291438135562,7225,268,9,91
