         7433371 function calls (7304118 primitive calls) in 5.823 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    0.000    0.000    0.000    0.000 {built-in method from_iterable}
     1215    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
      654    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:91(ensure_python_int)
     1100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:669(<dictcomp>)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\ops.py:1162(_sorted_data)
     1000    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\joblib\numpy_pickle.py:79(__init__)
     2100    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       96    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:536(is_string_dtype)
     2893    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\multiarray.py:383(where)
     1300    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1455(load_empty_dictionary)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\formats\csvs.py:190(data_index)
      300    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:782(save_float)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\formats\csvs.py:121(_initialize_index_label)
      200    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\blocks.py:2827(external_values)
      105    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\blocks.py:2811(ensure_block_shape)
        6    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:571(_code)
     2993    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\fromnumeric.py:1247(_argmax_dispatcher)
      332    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\base.py:549(find)
        4    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\email\feedparser.py:178(_call_parse)
      400    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\_config\config.py:688(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\api.py:202(union_indexes)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:666(_load_unlocked)
     3000    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\geopy\distance.py:407(kilometers)
      620    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\cast.py:1471(<genexpr>)
       96    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\dtypes.py:751(__init__)
      205    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\fromnumeric.py:2018(nonzero)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:326(<listcomp>)
      300    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1139(__init__)
     2061    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\requests\adapters.py:446(get_connection_with_tls_context)
     3900    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3024(parameters)
     2100    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        4    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\email\feedparser.py:218(_parsegen)
      298    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:1040(needs_i8_conversion)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_array_api.py:321(wrapped_func)
      100    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
     2100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_array_api.py:89(_check_array_api_dispatch)
      300    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\blocks.py:324(slice_block_columns)
      300    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\concat.py:389(is_na)
      310    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\range.py:1009(__getitem__)
      100    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:536(__str__)
      300    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1229(load_proto)
     3000    0.000    0.000    0.000    0.000 {built-in method math.degrees}
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\ML\oop_t\flightoop2.py:45(create_output_directory)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\ops.py:622(_get_splitter)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\base_parser.py:279(_extract_multi_indexer_columns)
        1    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\_strptime.py:238(pattern)
        5    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\generic.py:1870(_get_label_or_level_values)
      400    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\inference.py:195(is_array_like)
     1682    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:974(dtype)
      501    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexing.py:1165(_check_deprecated_callable_usage)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:5295(_validate_fill_value)
      288    0.000    0.000    0.000    0.000 <frozen ntpath>:545(normpath)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:934(exec_module)
      192    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\arrays\datetimelike.py:2152(unit)
      200    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\fromnumeric.py:1904(ravel)
      600    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1447(load_tuple3)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:392(ensure_dtype_objs)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\base_parser.py:1123(_make_date_converter)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\construction.py:196(mgr_to_mgr)
     1300    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
      200    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:2320(_preprocess_slice_or_indexer)
      900    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\metrics\cluster\_unsupervised.py:24(check_number_of_labels)
      319    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\formats\csvs.py:130(_get_index_label_from_obj)
      400    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\inspect.py:292(isclass)
       30    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\api.py:318(<genexpr>)
     2000    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_tags.py:137(<lambda>)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:687(<listcomp>)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:4191(_validate_positional_slice)
     2100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\fromnumeric.py:3730(_mean_dispatcher)
      647    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:2294(<listcomp>)
      427    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\poolmanager.py:276(connection_from_host)
     1886    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:1671(name)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\ops.py:743(group_info)
      900    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\joblib\_parallel_backends.py:545(effective_n_jobs)
     1269    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:121(classes)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\ops.py:758(_get_compressed_codes)
      293    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\arrays\datetimes.py:576(tz)
      401    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexers\utils.py:62(is_list_like_indexer)
     1000    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:6312(_index_as_unique)
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\poolmanager.py:305(connection_from_context)
     10/5    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\sorting.py:369(nargsort)
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\requests\models.py:409(prepare_url)
        4    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\util\url.py:367(parse_url)
     1000    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
      105    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\frame.py:4585(_ensure_valid_index)
        5    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:342(__init__)
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\requests\adapters.py:359(build_response)
     2018    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
      501    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      689    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:1399(_get_dtype)
     1121    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\requests\utils.py:204(get_netrc_auth)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\base_parser.py:893(_check_data_length)
      400    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\numeric.py:1435(<listcomp>)
      402    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:131(<lambda>)
       12    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\requests\structures.py:40(__init__)
       97    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:1198(is_bool_dtype)
      695    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\common.py:152(cast_scalar_indexer)
     1000    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\weakref.py:585(__call__)
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\poolmanager.py:330(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\grouper.py:689(codes)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\scipy\interpolate\_interpolate.py:132(_check_broadcast_up_to)
      100    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:147(splitroot)
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\connectionpool.py:1170(_close_pool_connections)
      940    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\cast.py:1478(<genexpr>)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\grouper.py:777(_codes_and_uniques)
      105    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\generic.py:4402(_check_setitem_copy)
     1900    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_param_validation.py:308(is_satisfied_by)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\scipy\linalg\blas.py:384(getter)
      641    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\glob.py:108(<genexpr>)
     1800    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\lib\_arraysetops_impl.py:140(_unique_dispatcher)
      900    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\metrics\pairwise.py:2059(_precompute_metric_params)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\algorithms.py:610(factorize)
        3    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:108(__init__)
      600    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1443(load_tuple2)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\weatherapi\configuration.py:35(__init__)
       96    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:572(condition)
      700    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1261(load_false)
     21/6    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:37(_compile)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:941(update)
      400    0.000    0.000    0.000    0.000 {built-in method numpy._core.multiarray.scalar}
       12    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\util\url.py:227(_encode_invalid_chars)
      800    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:3809(<genexpr>)
      900    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2821(__init__)
      100    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:777(parent)
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\poolmanager.py:229(_new_pool)
        5    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\generic.py:4159(xs)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\readers.py:2056(_clean_na_values)
        5    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:1216(_iset_split_block)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\base_parser.py:255(_has_complex_date_col)
      647    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\shape_base.py:76(_atleast_2d_dispatcher)
      337    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
     1800    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\lib\_ufunclike_impl.py:12(_dispatcher)
       96    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\dtypes.py:783(_creso)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\scipy\linalg\lapack.py:1039(_check_work_float)
        4    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\response.py:469(_decode)
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\connectionpool.py:175(__init__)
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\requests\sessions.py:390(__init__)
      900    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\response.py:122(decompress)
      305    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      401    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:241(is_single_block)
      800    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1439(load_tuple1)
      300    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:209(start_framing)
       91    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\series.py:1073(_ixs)
     1519    0.000    0.000    0.000    0.000 {built-in method sys.audit}
      101    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:1231(_get_windll)
      981    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
      971    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      100    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.interp}
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\readers.py:2365(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\frame.py:9041(groupby)
      981    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\base_parser.py:1447(is_index_col)
      192    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\arrays\datetimelike.py:2537(dtype_to_unit)
        2    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
      654    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:540(<genexpr>)
        5    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\arrays\base.py:800(argsort)
      100    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1288(load_binint2)
     1000    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\fromnumeric.py:4068(_var_dispatcher)
        4    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\groupby.py:1296(__init__)
       35    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
      553    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:246(items)
      300    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:6685(_validate_indexer)
      834    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:913(__init__)
      327    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
     1200    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\multiarray.py:1410(may_share_memory)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\reshape\concat.py:405(__init__)
      300    0.000    0.000    0.000    0.000 {function BaseEstimator.__getstate__ at 0x000002347E7D1440}
      620    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:1199(_warn_if_incompatible_openmp)
      533    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\compat\numpy\function.py:64(__call__)
      106    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\arrays\datetimelike.py:319(asi8)
      800    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\blocks.py:2586(get_values)
        2    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\email\feedparser.py:471(_parse_headers)
        5    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\blocks.py:1935(delete)
      974    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\textwrap.py:419(dedent)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\formats\format.py:650(truncate)
        1    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\grouper.py:846(get_grouper)
      407    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\_config\__init__.py:42(warn_copy_on_write)
      402    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:126(_classes_and_not_datetimelike)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\util\_validators.py:450(check_dtype_backend)
        5    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
      300    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\__init__.py:146(_DType_reduce)
      327    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\readers.py:2267(_extract_dialect)
     1000    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
      310    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\concat.py:587(<genexpr>)
      100    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\decomposition\_pca.py:401(__init__)
      428    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\enum.py:1226(value)
      105    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\frame.py:1643(__len__)
      200    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\ma\core.py:6732(isMaskedArray)
      400    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:1122(<lambda>)
      101    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:2794(_na_value)
       96    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\arrays\datetimes.py:2310(_construct_from_dt64_naive)
      100    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:523(_format_parsed_parts)
       24    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\queue.py:154(get)
      206    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\generic.py:667(_info_axis)
        4    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\requests\cookies.py:124(extract_cookies_to_jar)
      327    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        2    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\urllib3\_collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:178(sub)
     1000    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\numeric.py:58(_zeros_like_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:509(_compile_info)
      102    0.000    0.000    0.000    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\typing.py:357(inner)
      727    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\missing.py:1073(clean_reindex_fill_method)
       14    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\requests\sessions.py:61(merge_setting)
      202    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      620    0.000    0.000    0.000    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\cast.py:1473(<genexpr>)
