         7433371 function calls (7304118 primitive calls) in 5.823 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      659    0.001    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\generic.py:511(_validate_dtype)
    57700    0.007    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_tags.py:340(<genexpr>)
      197    0.003    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:2313(is_unique)
     1100    0.003    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:602(restore_original_limits)
     5970    0.003    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\geographiclib\geodesic.py:400(_A3f)
     1746    0.001    0.000    0.007    0.000 {method 'any' of 'numpy.ndarray' objects}
      311    0.003    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\cast.py:1432(find_common_type)
    19600    0.006    0.000    0.007    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1656(load_memoize)
    56243    0.007    0.000    0.007    0.000 {built-in method builtins.issubclass}
      900    0.006    0.000    0.007    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2882(apply_defaults)
     1200    0.005    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\base.py:214(<listcomp>)
      427    0.001    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\common.py:160(is_url)
      664    0.003    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:1596(pandas_dtype)
      302    0.001    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\frame.py:4608(_box_col_values)
   104600    0.007    0.000    0.007    0.000 {method 'read' of '_io.BytesIO' objects}
    21773    0.005    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:909(__len__)
     1446    0.002    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\generic.py:339(_from_mgr)
    24000    0.005    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\geopy\point.py:61(<genexpr>)
    18900    0.005    0.000    0.007    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3011(<genexpr>)
     2404    0.002    0.000    0.007    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:284(helper)
        1    0.000    0.000    0.007    0.007 D:\mini project\FPO\FINAL\ML\oop_t\flightoop2.py:392(process_all_flights)
      400    0.004    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:3955(_get_indexer)
    53730    0.007    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\einsumfunc.py:1049(_einsum_dispatcher)
    12300    0.005    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\validation.py:2343(_is_pandas_df)
      332    0.000    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:1764(is_consolidated)
     4091    0.002    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\base.py:86(_validate_set_axis)
     3093    0.001    0.000    0.007    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\_methods.py:50(_sum)
    63500    0.007    0.000    0.007    0.000 {built-in method builtins.vars}
     6000    0.004    0.000    0.007    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:751(save_long)
     1200    0.001    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\base.py:688(__sklearn_tags__)
     4400    0.003    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:196(set_num_threads)
      647    0.003    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\shape_base.py:220(vstack)
      100    0.002    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\extmath.py:852(svd_flip)
      447    0.003    0.000    0.006    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\urllib\parse.py:366(urlparse)
    65820    0.006    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\geographiclib\geomath.py:22(sq)
     9000    0.004    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\geographiclib\geomath.py:73(AngRound)
      298    0.003    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:842(_engine)
     2600    0.004    0.000    0.006    0.000 {method '__reduce_ex__' of 'object' objects}
      332    0.001    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:1772(_consolidate_check)
    20466    0.006    0.000    0.006    0.000 {built-in method numpy.asanyarray}
     1746    0.001    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\_methods.py:58(_any)
     4954    0.006    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\getlimits.py:697(__init__)
     4424    0.004    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\series.py:734(name)
      100    0.000    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexing.py:1756(_get_slice_axis)
        6    0.000    0.000    0.006    0.001 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\glob.py:13(glob)
     1500    0.002    0.000    0.006    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1572(find_class)
     1000    0.002    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_param_validation.py:611(__init__)
     5025    0.004    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexing.py:2765(check_dict_or_set_indexers)
    86460    0.006    0.000    0.006    0.000 {built-in method builtins.id}
      641    0.000    0.000    0.006    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\glob.py:60(_iglob)
       96    0.000    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\datetimes.py:320(__new__)
      327    0.001    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\series.py:6418(_reduce)
      327    0.002    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\range.py:137(__new__)
     6606    0.003    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:156(_get_symbol)
      100    0.001    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\scipy\interpolate\_interpolate.py:263(__init__)
     6332    0.005    0.000    0.006    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\warnings.py:487(__exit__)
      854    0.003    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\common.py:1165(_is_binary_mode)
      100    0.003    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\cluster\_kmeans.py:755(_labels_inertia)
    10062    0.004    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\numerictypes.py:289(issubclass_)
     6955    0.006    0.000    0.006    0.000 {method 'take' of 'numpy.ndarray' objects}
     6517    0.006    0.000    0.006    0.000 {built-in method numpy.array}
    65200    0.006    0.000    0.006    0.000 {method 'write' of '_io.BytesIO' objects}
     2200    0.003    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:190(get_num_threads)
      332    0.001    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:557(copy)
    14506    0.005    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_array_api.py:131(_single_array_device)
     2300    0.001    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\frame.py:4027(_iter_column_arrays)
     1600    0.001    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\validation.py:2780(_check_n_features)
     5784    0.002    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\series.py:831(_values)
      327    0.005    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\readers.py:1627(_get_options_with_defaults)
     1100    0.002    0.000    0.006    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:699(_set_threadpool_limits)
    12543    0.005    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\construction.py:416(extract_array)
      300    0.002    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\joblib\numpy_pickle.py:377(__init__)
     3900    0.003    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\numeric.py:1927(isscalar)
      612    0.001    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\frame.py:678(_constructor_sliced_from_mgr)
      300    0.005    0.000    0.005    0.000 {method 'peek' of '_io.BufferedReader' objects}
     3045    0.004    0.000    0.005    0.000 <frozen ntpath>:150(splitdrive)
     8758    0.005    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\fromnumeric.py:70(<dictcomp>)
      901    0.001    0.000    0.005    0.000 {method 'min' of 'numpy.ndarray' objects}
     1000    0.001    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_param_validation.py:619(is_satisfied_by)
      650    0.000    0.000    0.005    0.000 <frozen ntpath>:240(basename)
      100    0.002    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\generic.py:4361(_slice)
     6100    0.004    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\validation.py:673(_ensure_no_complex_data)
      501    0.003    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:2744(inferred_type)
      331    0.003    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:1778(<listcomp>)
     6979    0.004    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:370(<setcomp>)
      427    0.003    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\common.py:550(infer_compression)
     3000    0.002    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\geopy\distance.py:419(meters)
    32880    0.005    0.000    0.005    0.000 {built-in method math.hypot}
    30599    0.005    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_array_api.py:315(_check_device_cpu)
     2100    0.003    0.000    0.005    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\inspect.py:735(unwrap)
    12315    0.004    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\construction.py:735(_sanitize_str_dtypes)
     1500    0.003    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_param_validation.py:587(__init__)
      900    0.003    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\lib\_type_check_impl.py:363(_getmaxmin)
      854    0.001    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\common.py:248(stringify_path)
    10933    0.003    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\inference.py:334(is_hashable)
     4491    0.004    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\_config\config.py:635(_get_root)
      500    0.001    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\preprocessing\_data.py:1130(__sklearn_tags__)
      327    0.003    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\readers.py:1685(_clean_options)
    12320    0.004    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\construction.py:758(_maybe_repeat)
       96    0.001    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\arrays\datetimes.py:329(_from_sequence_not_strict)
      400    0.002    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:1146(take)
     2100    0.003    0.000    0.005    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\inspect.py:167(get_annotations)
      101    0.000    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\ops.py:607(get_iterator)
     1235    0.002    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\base.py:82(shape)
      901    0.000    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\_methods.py:46(_amin)
     2200    0.001    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\frame.py:4017(_get_column_array)
      327    0.000    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\nanops.py:482(nanany)
    23552    0.005    0.000    0.005    0.000 {built-in method builtins.max}
      100    0.001    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\formats\format.py:425(__init__)
      100    0.001    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\formats\csvs.py:59(__init__)
      752    0.002    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\blocks.py:2703(new_block_2d)
     6979    0.003    0.000    0.005    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:2177(_grouping_func)
     2404    0.004    0.000    0.004    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:104(__init__)
    11153    0.004    0.000    0.004    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
     1308    0.003    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\cast.py:1579(construct_1d_object_array_from_listlike)
     1600    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\validation.py:2687(_check_feature_names)
     4853    0.004    0.000    0.004    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
     3300    0.004    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:126(<dictcomp>)
    28100    0.004    0.000    0.004    0.000 {built-in method _struct.pack}
    48000    0.004    0.000    0.004    0.000 {built-in method math.isfinite}
     4700    0.002    0.000    0.004    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1284(load_binint1)
     3800    0.002    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\validation.py:305(_is_arraylike)
     1600    0.003    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\validation.py:328(_num_features)
      500    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\validation.py:1635(_is_fitted)
     3000    0.002    0.000    0.004    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:322(_getattribute)
     4953    0.004    0.000    0.004    0.000 {method 'argmin' of 'numpy.ndarray' objects}
     7408    0.004    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
      200    0.000    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:1469(_get_values_for_csv)
     2000    0.000    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_param_validation.py:620(<genexpr>)
     1000    0.001    0.000    0.004    0.000 <frozen os>:772(getenv)
      894    0.002    0.000    0.004    0.000 <frozen ntpath>:103(join)
      101    0.000    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\ops.py:1149(__iter__)
     1300    0.003    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\numeric.py:137(ones)
     1654    0.004    0.000    0.004    0.000 {method 'argsort' of 'numpy.ndarray' objects}
     2200    0.002    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:1026(iget_values)
    10153    0.004    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\_ufunc_config.py:430(__init__)
    12000    0.003    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\geographiclib\geomath.py:101(LatFix)
      200    0.002    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:6219(_raise_if_missing)
     7000    0.003    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_param_validation.py:294(__init__)
     1000    0.002    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\joblib\numpy_pickle.py:303(_create_array_wrapper)
       96    0.000    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\datetimes.py:286(tz_localize)
     6332    0.004    0.000    0.004    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\warnings.py:440(__init__)
     1300    0.003    0.000    0.004    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1694(load_setitems)
     1800    0.003    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\metrics\pairwise.py:51(_return_float_dtype)
     1000    0.003    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\numeric.py:64(zeros_like)
      747    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\fromnumeric.py:1130(argsort)
     8184    0.002    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:1590(<genexpr>)
      698    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:5170(_get_engine_target)
      105    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\frame.py:5242(_sanitize_column)
      200    0.000    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\scipy\signal\_peak_finding.py:198(argrelextrema)
     1500    0.002    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_param_validation.py:594(is_satisfied_by)
    46500    0.004    0.000    0.004    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2729(name)
      100    0.000    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\scipy\interpolate\_polyint.py:60(__call__)
    29940    0.004    0.000    0.004    0.000 {built-in method math.sqrt}
      427    0.004    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\missing.py:305(_isna_string_dtype)
      301    0.000    0.000    0.004    0.000 <frozen ntpath>:247(dirname)
      654    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\common.py:1204(is_potential_multi_index)
     1300    0.002    0.000    0.004    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:1236(load_frame)
    11153    0.004    0.000    0.004    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
     1100    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\blocks.py:274(make_block)
      327    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:201(_set_noconvert_columns)
     8300    0.002    0.000    0.004    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:526(get)
      100    0.002    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\lib\_function_base_impl.py:5456(insert)
      327    0.002    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\base_parser.py:191(_validate_parse_dates_presence)
      795    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:5373(__getitem__)
      300    0.001    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\extmath.py:991(_safe_accumulator_op)
     3426    0.003    0.000    0.004    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\_asarray.py:109(<setcomp>)
     5784    0.003    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:2004(internal_values)
      100    0.000    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\formats\csvs.py:153(_initialize_columns)
    41800    0.003    0.000    0.003    0.000 {method 'tell' of '_io.BytesIO' objects}
      507    0.001    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\frame.py:659(_constructor_from_mgr)
     1606    0.002    0.000    0.003    0.000 <frozen os>:673(__getitem__)
        1    0.000    0.000    0.003    0.003 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\reshape\concat.py:157(concat)
       96    0.000    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\arrays\_mixins.py:78(method)
     1022    0.001    0.000    0.003    0.000 <frozen _collections_abc>:771(get)
     1000    0.002    0.000    0.003    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\random.py:797(getrandbits)
    23100    0.003    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_param_validation.py:262(__init__)
      100    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\groupby\ops.py:1180(_chop)
      601    0.001    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
     6000    0.003    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\geopy\util.py:12(pairwise)
    11153    0.003    0.000    0.003    0.000 {method 'set' of '_contextvars.ContextVar' objects}
      302    0.003    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\managers.py:1012(iget)
     1281    0.001    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\common.py:188(_expand_user)
        1    0.000    0.000    0.003    0.003 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\reshape\concat.py:622(get_result)
        6    0.000    0.000    0.003    0.001 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\glob.py:105(_glob1)
       96    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\arrays\datetimes.py:923(tz_localize)
      300    0.001    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\joblib\numpy_pickle.py:286(__init__)
     5200    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\validation.py:731(_is_extension_array_dtype)
      201    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexers\utils.py:239(maybe_convert_indices)
     3001    0.003    0.000    0.003    0.000 {built-in method builtins.__import__}
    42000    0.003    0.000    0.003    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2741(kind)
    25019    0.003    0.000    0.003    0.000 {method 'items' of 'dict' objects}
     4491    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
     6000    0.003    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\geographiclib\geomath.py:47(sum)
    12454    0.003    0.000    0.003    0.000 {built-in method __new__ of type object at 0x00007FF9B4328F90}
      500    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\validation.py:1667(<listcomp>)
     6979    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:367(<listcomp>)
      200    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\scipy\signal\_peak_finding.py:22(_boolrelextrema)
     5632    0.003    0.000    0.003    0.000 {method 'remove' of 'list' objects}
      386    0.001    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\missing.py:466(array_equivalent)
      900    0.003    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\lib\_ufunclike_impl.py:70(isposinf)
      400    0.000    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\base.py:6415(_is_comparable_dtype)
      500    0.000    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\utils\_set_output.py:268(_wrap_data_with_container)
     8247    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\indexes\range.py:999(__len__)
      327    0.003    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\io\common.py:1233(dedup_names)
      200    0.001    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\numpy\_core\numeric.py:1448(moveaxis)
     1000    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\sklearn\cluster\_kmeans.py:910(_check_mkl_vcomp)
    16820    0.003    0.000    0.003    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\enum.py:1074(__new__)
      100    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\kneed\knee_locator.py:241(find_knee)
    15000    0.003    0.000    0.003    0.000 {built-in method math.remainder}
     1173    0.001    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\dtypes\common.py:137(is_object_dtype)
     3705    0.001    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\base.py:84(<genexpr>)
     1100    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\threadpoolctl.py:648(_check_params)
     4240    0.002    0.000    0.003    0.000 D:\mini project\FPO\FINAL\env\Lib\site-packages\pandas\core\internals\blocks.py:219(_can_consolidate)
     2000    0.003    0.000    0.003    0.000 {method 'tell' of '_io.BufferedWriter' objects}
       13    0.000    0.000    0.003    0.000 <frozen os>:200(makedirs)
    40200    0.003    0.000    0.003    0.000 C:\Users\hp\AppData\Local\Programs\Python\Python311\Lib\pickle.py:605(persistent_id)
